[ 2017-07-20T17:00:28+08:00 ] ::1 /jianghu/index.php/home/introduce/checkOtherUserIntro
INFO: [ app_init ] --START--
INFO: Run Behavior\BuildLiteBehavior [ RunTime:0.000016s ]
INFO: [ app_init ] --END-- [ RunTime:0.001255s ]
INFO: [ app_begin ] --START--
INFO: Run Behavior\ReadHtmlCacheBehavior [ RunTime:0.001409s ]
INFO: [ app_begin ] --END-- [ RunTime:0.001497s ]
SQL: SHOW COLUMNS FROM `jianghu_token` [ RunTime:0.0047s ]
SQL: SHOW COLUMNS FROM `jianghu_user` [ RunTime:0.0073s ]
SQL: SHOW COLUMNS FROM `jianghu_login_count` [ RunTime:0.0050s ]
SQL: SHOW COLUMNS FROM `jianghu_daily_num` [ RunTime:0.0061s ]
SQL: SELECT * FROM `jianghu_token` WHERE `token` = 'sn/yv1TijVcqin9FrIPDScUO1G2njjZlU3MP4/aI7V/qZiFpRY2Pajeh5YsSBbLbHrqhvKOBa9l/TIpKbBFpoA==' AND `state` = 0 LIMIT 1   [ RunTime:0.0245s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 319 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 319 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 311 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 311  [ RunTime:0.0004s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=311 or id=311 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0006s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 311 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 311 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 311 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0020s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 310 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 310  [ RunTime:0.0005s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=310 or id=310 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0005s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 310 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 310 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 310 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0135s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 309 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 309  [ RunTime:0.0004s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=309 or id=309 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0005s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 309 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 309 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0006s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 309 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 308 LIMIT 1   [ RunTime:0.0005s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 308  [ RunTime:0.0006s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=308 or id=308 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0009s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 308 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0006s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 308 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 308 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 307 LIMIT 1   [ RunTime:0.0006s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 307  [ RunTime:0.0004s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=307 or id=307 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0025s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 307 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0005s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 307 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 307 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 286 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 286  [ RunTime:0.0005s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 3 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 3 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=286 or id=286 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0013s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 286 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0005s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 286 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 286 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0005s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 285 LIMIT 1   [ RunTime:0.0005s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 285  [ RunTime:0.0004s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=285 or id=285 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0010s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 285 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0010s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 285 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0015s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 285 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 280 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 280  [ RunTime:0.0004s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=280 or id=280 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0006s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 280 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 280 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 280 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 248 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 248  [ RunTime:0.0005s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 2 LIMIT 1   [ RunTime:0.0007s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=248 or id=248 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0007s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 248 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0008s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 248 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 248 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0024s ]
SQL: SELECT * FROM `jianghu_introduce` WHERE `id` = 211 LIMIT 1   [ RunTime:0.0025s ]
SQL: SELECT `imageurl`,`thumb_imageurl` FROM `jianghu_introduce_images` WHERE `introduce_id` = 211  [ RunTime:0.0006s ]
SQL: SELECT `username` FROM `jianghu_user` WHERE `id` = 1 LIMIT 1   [ RunTime:0.0005s ]
SQL: SELECT `faceurl` FROM `jianghu_user` WHERE `id` = 1 LIMIT 1   [ RunTime:0.0003s ]
SQL: SELECT COUNT('degree') as degree_count,degree FROM jianghu_introduce WHERE isforward=211 or id=211 GROUP BY degree ORDER BY degree ASC  [ RunTime:0.0006s ]
SQL: SELECT * FROM `jianghu_praise` WHERE `introduce_id` = 211 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_oppose` WHERE `introduce_id` = 211 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]
SQL: SELECT * FROM `jianghu_collection` WHERE `introduce_id` = 211 AND `user_id` = 1 LIMIT 1   [ RunTime:0.0004s ]

